6236.3957977621400000,	0.0000000000000000
12472.7915955242000000,	0.0007512132750560
13720.0707550767000000,	0.0018927074967188
15244.5230611963000000,	0.0051194647830103
17150.0884438459000000,	0.0108728279039980
19600.1010786810000000,	0.0242746477092091
22866.7845917945000000,	0.0418319614246216
27440.1415101534000000,	0.0763412437801211
34300.1768876918000000,	0.1436147189762430
45733.5691835890000000,	0.3585020401664070
68600.3537753836000000,	0.8409176843638030
137200.7075507670000000, 0.9955390895756410
